id,user_prompt,better_prompt
279,Give me a world-building idea.,"Generate a list of 5 unique and thought-provoking world-building concepts for a fantasy or science fiction setting. Each concept should be a single, intriguing sentence that establishes a fundamental rule of the world, creating inherent conflict and story potential. The prompts must be abstract enough to allow for broad creative interpretation. For each prompt, also add a follow-up question that encourages deeper thought about the societal implications of that rule."
280,Write an 'about us' page.,"Create a detailed template for a compelling 'About Us' page for a company or organization. The template should be structured to build trust and connection with the reader. It must include sections for: 1. Our Mission: A concise, powerful statement of the company's purpose. 2. Our Vision: A forward-looking statement about the future the company is working to create. 3. Our Story: A narrative section that explains the origin of the company, humanizing the brand. 4. Our Values: A bulleted list of 3-5 core values with a brief explanation for each. 5. Our Team: A section with placeholders for team member bios and photos, designed to put a face to the brand."
281,How to build a good habit?,"Outline a comprehensive, science-backed framework for building and sustaining a new habit. The framework must be presented as a series of actionable laws or steps. For each step, provide the core principle and 2-3 specific techniques for implementation. The framework should cover: 1. Making it Obvious (Cue): How to design your environment for success. 2. Making it Attractive (Craving): How to increase the desirability of the habit. 3. Making it Easy (Response): How to reduce friction and simplify the action. 4. Making it Satisfying (Reward): How to create immediate positive reinforcement. 5. Tracking and Accountability: How to monitor progress and stay on course."
282,Write a social media post.,"Create a set of three strategic templates for social media posts, each designed for a different goal. The templates should be adaptable for any platform (e.g., Instagram, LinkedIn, Twitter). 1. The 'Engagement' Post: A template designed to maximize comments and interaction, typically by asking a compelling question or presenting a relatable dilemma. 2. The 'Educational' Post: A template for sharing valuable information or a quick tip, structured for clarity using bullet points or a numbered list (a 'carousel' post). 3. The 'Behind-the-Scenes' Post: A template for building authenticity and connection by sharing a story, a process, or a personal insight."
283,Explain a logical fallacy.,"Select a common logical fallacy. Provide a thorough explanation designed to help someone identify and avoid it. The explanation must include: 1. Name and Definition: The formal name of the fallacy and a clear, simple definition. 2. The Underlying Flaw: An explanation of *why* the reasoning is fallacious. 3. A Generic Formula: A logical representation of how the fallacy is structured (e.g., If A, then B. B is true. Therefore, A is true). 4. Multiple Examples: At least three distinct examples of the fallacy in different contexts (e.g., a commercial, a political debate, a personal argument) to demonstrate its versatility."
284,Write a breakup text.,"This is a sensitive task. Create a guide for how to end a relationship respectfully via text, to be used *only* when an in-person conversation is not possible or safe. The guide should provide principles and templates. 1. Guiding Principles: A list of rules, such as being clear, using 'I' statements, avoiding blame, and being firm. 2. Template for a Short-Term, Casual Relationship: A script that is kind but direct. 3. Template for Setting Up a Final Conversation: A script for when the text is not the breakup itself, but the necessary prelude to a phone call or meeting to end a more serious relationship."
285,Give me a creative prompt.,"Generate a list of 5 creative prompts designed to challenge a writer, artist, or thinker. The prompts should be abstract and open to interpretation, forcing unconventional thinking. Each prompt must: 1. Combine Two Unrelated Concepts: Join two ideas that are not normally associated. 2. Specify a Sensory Focus: Instruct the creator to focus on a particular sense (e.g., sound, smell, touch). 3. Impose a Constraint: Add a specific limitation that forces creativity (e.g., 'must be written in the second person', 'must use a monochrome color palette')."
286,Create a company values list.,"Develop a framework for a company to define its core values. The process should guide the user to create values that are authentic and actionable, not just corporate jargon. The framework should have two parts: 1. The Generation Process: A series of questions to help a team brainstorm potential values, such as 'What behaviors do we admire most in our colleagues?' and 'What do we stand for, even if it costs us money?'. 2. The Definition Template: For each chosen value, a template that requires the team to define it with: a) A single, memorable word; b) A clarifying tagline; and c) 2-3 bullet points describing what this value 'looks like in action'."
287,How to learn from failure?,"Outline a structured, four-step reflective process for learning from a setback or failure. The framework should be designed to foster resilience and growth. For each step, provide a guiding question and a description of the desired outcome. 1. Step 1: Objective Deconstruction: What happened, factually and without emotional language? 2. Step 2: Contribution Analysis: What factors (internal and external) contributed to this outcome? 3. Step 3: Lesson Extraction: What is the single most important lesson that can be learned from this experience? 4. Step 4: Future Integration: How will I modify my behavior, process, or approach in the future based on this lesson?"
288,Write a review.,"Create a template for writing a high-quality, helpful review for a product, service, or experience. The template should guide the user to be specific and balanced. It must include sections for: 1. Context of Use: A brief description of who you are and how you used the product/service. 2. The Headline: A summary of your experience in one sentence. 3. The Pros: A bulleted list of 2-4 specific positive aspects. 4. The Cons: A bulleted list of 2-4 specific negative aspects or drawbacks. 5. The Verdict: A concluding paragraph summarizing your overall opinion and specifying who you would (and would not) recommend this to."
289,Give me a name for something.,"Create a process for generating a name for a new brand, product, or company. The process should guide the user through brainstorming and selection. 1. Step 1: Core Attributes: Instruct the user to list 5-10 keywords related to the brand's essence, function, and audience. 2. Step 2: Naming Approaches: Describe 3-4 different methods for brainstorming names (e.g., Descriptive, Evocative, Invented, Metaphorical). 3. Step 3: Generation: Instruct the user to generate a long list of names using the chosen methods. 4. Step 4: Vetting Criteria: Provide a checklist for filtering the long list, including questions about availability (domain/social), memorability, spelling, and relevance."
290,How to plan a trip?,"Develop a comprehensive master checklist for planning any kind of trip. The checklist should be organized by a timeline to ensure nothing is missed. The categories should be: 1. Research & Decision Phase (2+ Months Out): Itinerary ideas, budget definition, visa/passport checks. 2. Booking Phase (1-2 Months Out): Flights, accommodations, major tours/activities. 3. Preparation Phase (1-4 Weeks Out): Arranging travel insurance, currency, packing lists, informing banks. 4. Final Countdown (Last Week): Confirming reservations, downloading offline maps/documents, packing. 5. Departure Day: A final checklist of things to do before leaving the house."
291,Write a meeting follow-up email.,"Create an exemplary template for a meeting follow-up email that maximizes clarity and drives action. The template must have a modular structure with clear headings: 1. Subject Line: A clear, searchable format (e.g., 'Follow-up: [Meeting Name] - [Date]'). 2. Executive Summary: A single paragraph that briefly recaps the key purpose and outcome of the meeting. 3. Decisions Made: A bulleted list of all formal decisions that were finalized. 4. Action Items: A table with columns for 'Action Item', 'Owner', and 'Due Date'. 5. Next Steps: A concluding line that clarifies the next meeting or milestone."
292,What is a 'growth mindset'?,"Provide a definitive explanation of the 'Growth Mindset' vs. 'Fixed Mindset' theory by Carol Dweck. The explanation must be structured to be both informative and motivational. 1. Core Definitions: A clear, side-by-side definition of both mindsets. 2. The Mindset in Action: Use a comparative table to show how each mindset responds to different situations like 'Challenges', 'Effort', 'Criticism', and 'Success of Others'. 3. The Neurological Basis: A simplified explanation of how a growth mindset relates to neuroplasticity. 4. Developing a Growth Mindset: A list of 3-4 actionable strategies or 'thought shifts' a person can practice."
293,Write an apology.,"Create a framework for delivering a sincere and effective apology that can mend relationships. The framework must be based on established psychological principles and contain four essential components. For each component, explain what it is and why it's important. 1. Express Remorse: Clearly state that you are sorry. 2. Accept Responsibility: State what you did wrong, without making excuses. 3. Show Understanding: Acknowledge the impact your actions had on the other person. 4. Offer Repair: State what you will do differently in the future or how you intend to make amends."
294,Give me a podcast idea.,"Generate a list of 5 unique podcast concepts. Each concept must be presented as a detailed pitch, including the following elements to demonstrate its viability: 1. The Title: A creative and memorable name. 2. The Logline: A single sentence that compellingly describes the show's premise. 3. The Format: The structure of a typical episode (e.g., solo narration, interview, co-hosted discussion). 4. The Target Audience: A description of the ideal listener. 5. Sample Episode Topics: Three potential episode titles to illustrate the show's range."
295,How to be more creative?,"Develop a practical guide with 5 distinct exercises for boosting creative thinking. The exercises should be grounded in cognitive science. For each exercise, provide: 1. The Name of the Technique (e.g., 'Constraint-Based Thinking', 'Mind Mapping'). 2. Step-by-Step Instructions: A clear guide on how to perform the exercise. 3. The 'Why': A brief explanation of the psychological principle that makes the technique effective (e.g., '...it forces your brain to bypass conventional thought patterns.')."
296,Write a mission statement.,"Create a workshop-style guide to help an organization write its own mission statement. The guide should not provide the statement but rather a process to create one. The process must have three steps: 1. Step 1: Brainstorming Core Questions: Provide a list of key questions the team should answer (e.g., What do we do? How do we do it? Whom do we do it for? What value do we create?). 2. Step 2: Identifying Keywords: Instruct the team to extract the most powerful and meaningful keywords from their answers. 3. Step 3: Drafting and Refining: Provide a simple formula (e.g., '[Our company] provides [target audience] with [product/service] to [value/impact].') and instruct the team to draft multiple versions and refine them until one is concise, inspiring, and memorable."
297,How to learn a language?,"Create a comprehensive strategic guide to learning a new language, designed for a self-directed learner. The guide should be organized by proficiency level and focus on methodology. 1. Beginner Phase (0-A2): Focus on core vocabulary, basic grammar, and pronunciation through high-frequency word lists and spaced repetition systems. 2. Intermediate Phase (B1-B2): Focus on 'comprehensible input' through graded readers, podcasts for learners, and starting conversational practice. 3. Advanced Phase (C1-C2): Focus on immersion, consuming native content, and practicing output with native speakers to gain fluency and cultural nuance. 4. Universal Principle: Include a section on the importance of consistency and setting realistic goals."
298,What's for dinner?,"Act as a 'culinary algorithm'. To generate a recipe, first instruct me to provide the following information: 1. Main Protein/Vegetable: The core ingredient I want to use. 2. Flavor Profile: The type of cuisine or flavors I'm in the mood for (e.g., Italian, spicy, comfort food). 3. Time Constraint: The maximum time I have to cook. 4. Available Equipment: Any special equipment I have or lack (e.g., 'no oven', 'have an air fryer'). Based on my inputs, generate one detailed recipe that fits all the criteria."
299,Write a thank you note.,"Create a template for writing a memorable thank you note that goes beyond a simple 'thanks'. The template should be structured to build a stronger connection. It must contain three paragraphs: 1. The Acknowledgment: Thank the person for the specific gift or act of kindness, showing you paid attention. 2. The Impact: Explain how you have used or will use the gift, or describe the positive impact their kindness had on you. This makes the gratitude feel tangible. 3. The Connection: A concluding sentence that looks forward to a future interaction, reinforcing your relationship with the person."
300,How to declutter my home?,"Provide a comparative overview of two distinct, popular decluttering methodologies (e.g., KonMari vs. Minimalism Game). For each method, provide: 1. The Core Philosophy: The guiding principle behind the method. 2. The Process: A step-by-step summary of how to execute the method. 3. Best For...: A description of the type of personality or situation the method is best suited for. Conclude with a short section on how a user might choose the right method for them."
301,Write a welcome message for a new employee.,"Create a comprehensive 'First-Day Welcome Email' template for a manager to send to a new hire. The template must be designed to reduce anxiety and set the new employee up for success. It must include: 1. A Warm Welcome: An enthusiastic opening line. 2. First-Day Logistics: Clear information on where to go, who to ask for, and the start time. 3. A Loose Agenda: A brief, low-pressure outline of the day (e.g., 'Morning: Get set up with IT', 'Lunch: with the team', 'Afternoon: Introduction to key projects'). 4. Key Contacts: Names and roles of their primary point of contact or 'buddy'. 5. A Reassuring Close: A final line that emphasizes excitement and that questions are welcome."
302,Explain a financial concept.,"Choose a fundamental personal finance concept (e.g., Compound Interest, Asset Allocation, Inflation). Create a multi-layered explanation designed for deep understanding. The explanation must include: 1. A Simple Definition: One sentence. 2. An Extended Analogy: A story-based analogy that explains the mechanics of the concept. 3. A Mathematical Example: A simple, step-by-step calculation showing the concept in action with numbers. 4. The 'Why it Matters' Section: A paragraph explaining how understanding this concept can impact a person's long-term financial well-being."
303,Give me a title for something.,"Develop a systematic process for creating a title for a creative work (e.g., a book, a song, an article). The process should guide a user through brainstorming and selection. 1. Step 1: Core Theme Distillation: Instruct the user to write a single sentence that summarizes the work's central message or theme. 2. Step 2: Keyword Extraction: Instruct the user to pull 5-10 powerful keywords from that sentence. 3. Step 3: Title Generation Formulas: Provide 3-5 different title formulas or patterns (e.g., 'The [Adjective] [Noun]', '[Gerund] the [Noun]', a quote from the work) and instruct the user to generate options using their keywords. 4. Step 4: The Evaluation Checklist: A list of questions to rate the generated titles against (e.g., 'Is it intriguing?', 'Is it memorable?', 'Does it fit the tone?')."
304,How to build a PC?,"Create a comprehensive, high-level guide to the process of building a personal computer, targeted at a complete novice. The guide must be structured into three distinct phases: 1. Phase 1: The Planning Stage: A checklist of questions a user must answer before buying parts, including 'What is the primary use case?', 'What is the total budget?', and 'What aesthetic am I aiming for?'. 2. Phase 2: The Parts Selection Stage: A breakdown of each of the core components (CPU, GPU, Motherboard, RAM, etc.), explaining its function in simple terms and what a beginner should look for. 3. Phase 3: The Build & Setup Stage: A high-level, 10-step chronological overview of the assembly and software installation process, emphasizing key 'don't forget' moments."
305,Write a persuasive argument.,"Create a framework for constructing a persuasive argument on any topic, based on the principles of classical rhetoric. The framework must guide the user to develop a well-rounded and compelling case. 1. Define the Thesis: A single, clear statement of your position. 2. Develop the Logos (Logic): Instruct the user to outline 3-5 logical points supported by evidence, data, or reasoning. 3. Incorporate the Pathos (Emotion): Instruct the user to include a story, anecdote, or emotionally resonant language to connect with the audience. 4. Establish the Ethos (Credibility): Instruct the user to explain how they will demonstrate their authority, fairness, and trustworthiness on the topic. 5. Acknowledge and Refute the Counterargument: A section on how to anticipate and address the strongest opposing viewpoint."
306,What's the difference between two things?,"Create a template for explaining the difference between two often-confused terms. The template should ensure a clear and memorable explanation. 1. Concise Definitions: Provide a simple, one-sentence definition for each term. 2. The Core Distinction: In a single sentence, state the fundamental difference between the two. 3. The Litmus Test: Provide a simple question or scenario that a user can apply to easily determine which term is appropriate. 4. Examples in Context: Show each term used correctly in a separate sentence or short paragraph."
307,Write a LinkedIn recommendation.,"Create a template for a powerful LinkedIn recommendation that is specific, credible, and valuable to the recipient. The template should be structured in three parts: 1. Part 1: The Relationship Context: Start by clearly stating how you know the person and the duration/capacity of your work together. This establishes your authority to recommend them. 2. Part 2: The Specific Strengths: Highlight 2-3 key skills or qualities. For each quality, provide a brief, specific example of how you saw them demonstrate it. This provides evidence. 3. Part 3: The Final Endorsement: Conclude with a strong, summary statement that explicitly recommends them for a future role or project."
308,How to stay motivated?,"Develop a practical guide for maintaining long-term motivation. The guide should be based on psychological principles and offer a toolkit of strategies. The toolkit must include: 1. Intrinsic vs. Extrinsic Motivation: An explanation of the two types and the importance of focusing on intrinsic drivers. 2. Goal-Setting Framework: A guide to setting goals that are not just SMART, but also aligned with personal values. 3. Process over Outcome: A section explaining the mental shift of falling in love with the process, not just the end result, with 2-3 tactics to do so. 4. The 'Motivation Ritual': A guide to creating a small routine to overcome initial inertia on days with low motivation."
309,Give me a song idea.,Generate a list of 5 songwriting prompts. Each prompt must be structured to provide a rich starting point for a narrative song. The structure for each prompt will be: 1. The Character: A one-sentence description of a person. 2. The Setting: A specific time and place. 3. The Core Emotion: The primary feeling to be conveyed. 4. The Key Object: An object that is central to the story or serves as a powerful symbol.
310,Write a landing page copy.,"Create a comprehensive blueprint for writing the copy for a high-converting landing page. The blueprint must outline each section of the page in order, explaining the purpose and providing writing guidance for each. The sections should include: 1. The Headline: Must address a key benefit or solve a major pain point. 2. The Sub-headline: Must elaborate on the headline and provide a hook. 3. The Opening Argument: Must empathize with the visitor's problem. 4. The Solution Section: Must introduce the product/service and its key features translated into benefits. 5. The Social Proof Section: Must include placeholders for testimonials, logos, or case studies. 6. The Call to Action (CTA): Must be clear, urgent, and tell the visitor exactly what to do next."
311,How to brainstorm effectively?,"Outline a detailed, structured process for a group brainstorming session that is designed to maximize participation and idea generation. The process must be divided into three distinct phases: 1. Phase 1: The Silent Start (Divergence): Instructions for individuals to silently write down as many ideas as possible for 5-10 minutes to avoid groupthink. 2. Phase 2: The Round Robin (Sharing): Instructions for each person to share one idea at a time, without critique, until all ideas are listed on a whiteboard. 3. Phase 3: The Group & Vote (Convergence): A process for grouping similar ideas into themes and then using a method like dot-voting to identify the most promising concepts for further exploration."
312,Write a team update.,"Create a template for an effective weekly team update, designed to be sent via email or Slack. The template should be structured for maximum scannability and impact. It must include these sections with clear headings: 1. Highlight of the Week: A single, powerful sentence summarizing the most important achievement. 2. Progress Against Goals: A bulleted list showing progress on key team objectives or KPIs. 3. Upcoming Priorities: A bulleted list outlining the 1-3 key focus areas for the upcoming week. 4. Kudos/Shout-outs: A section to publicly recognize a team member's specific contribution. 5. Blockers/Needs: A clear statement of any obstacles where help or input is required."
313,Explain a historical figure's significance.,"Provide a framework for analyzing the historical significance of any major figure. The framework should guide a deep and nuanced analysis beyond simple biography. 1. The Context: What were the dominant social, political, and economic forces during their time? 2. The Contribution: What specific actions did they take or ideas did they introduce that were novel or transformative for their time? 3. The Consequence: What were the immediate and direct results of their actions (positive and negative)? 4. The Legacy: How did their contributions shape the long-term trajectory of their society or the world? Why are they still studied today?"
314,How to take better photos with a phone?,"Create a guide to taking better smartphone photos, focusing entirely on the principles of composition and lighting, not on technical settings or apps. The guide must detail 5 core principles. For each principle, provide: 1. The Name of the Principle (e.g., Rule of Thirds, Leading Lines, Framing). 2. The Definition: A simple explanation of what it is. 3. The 'How-To': A practical instruction on how to apply it when looking at a scene. 4. The 'Why': An explanation of the psychological effect it has on the viewer."
315,Write a creative scene.,"Provide a framework for writing a compelling scene. Instruct the user to first choose the following four elements: 1. A character. 2. The character's immediate goal in the scene. 3. An obstacle preventing them from achieving the goal. 4. A specific setting. Then, provide a structural guide for writing the scene: 1. Opening: Establish the character, setting, and goal. 2. Middle: Show the character attempting to overcome the obstacle, raising the stakes. 3. End: The scene must end with either the character achieving the goal, failing, or facing a new complication, leading into the next scene."
316,Give me a slogan.,"Create a process to guide a user in creating a tagline or slogan for their brand. The process should be a creative exercise. 1. Step 1: The Core Promise: Ask the user to complete the sentence: 'We help [our audience] [achieve this result] by [our unique way].' 2. Step 2: Brainstorm Keywords: Instruct the user to pull 10-15 powerful words from their 'Core Promise' sentence. 3. Step 3: Apply Slogan Formulas: Provide 3-4 slogan formulas (e.g., '[Verb] the [Noun]', 'The [Adjective] Way to [Benefit]', '[Your Brand]: [A Promise].') and have the user plug in their keywords. 4. Step 4: The Sound Check: Instruct the user to read the generated slogans aloud to check for rhythm, memorability, and clarity."
317,How to create a budget?,"Develop a comprehensive guide to creating a personal budget, designed for someone who finds the process overwhelming. The guide must offer a choice of methods. 1. The 'Why': Start with a brief, motivational section on the benefits of budgeting. 2. Step 1: The Data Gathering: A clear, step-by-step guide on how to calculate total monthly income and track expenses for one month. 3. Step 2: Choose Your Method: Provide a simple overview of three different budgeting methods (e.g., The 50/30/20 Rule, The Envelope System/Zero-Based Budgeting, The 'Pay Yourself First' Method). For each, explain what it is and who it's best for. 4. Step 3: Implementation & Review: A guide on how to apply the chosen method and the importance of a monthly review to adjust the budget."
318,Write a formal request.,"Create a template for a formal request email to a superior or another department. The template should be structured to be persuasive and professional, maximizing the chance of approval. It must contain the following sections: 1. Subject Line: A clear and specific format, e.g., 'Request: [Specific Item] for [Project/Team Name]'. 2. The Ask: A direct and concise opening sentence that states the request. 3. The Problem/Opportunity: A paragraph explaining the current situation and why the request is necessary. 4. The Proposed Solution & Benefits: A section detailing how the requested item will solve the problem and listing 2-3 key benefits (e.g., increased productivity, cost savings, improved quality). 5. The Logistics: A brief statement on budget or implementation details. 6. The Call to Action: A clear statement of what you need from the recipient (e.g., 'approval to proceed')."
319,Explain a complex idea simply.,"Provide a guide on how to explain any complex idea using the Feynman Technique. The guide must be a step-by-step process. 1. Step 1: Choose and Study: Select a concept and study it until you feel you understand it. 2. Step 2: Teach it to a Child: Write out an explanation of the concept as if you were teaching it to a 12-year-old. This forces you to use simple language and clear analogies. 3. Step 3: Identify Gaps and Simplify: Review your explanation and identify any areas where you had to use complex terms or where your understanding felt weak. This is where your knowledge gaps are. 4. Step 4: Go Back and Refine: Return to your source material to fill these gaps, then refine your simple explanation until it is clear and accurate."
320,Give me a list of things.,"Act as a 'curation engine'. To generate a list, first ask me to provide the following: 1. The Category: The type of items to be listed (e.g., 'books', 'films', 'travel destinations'). 2. The Target Audience: Who the list is for (e.g., 'beginners', 'experts', 'families'). 3. The Core Theme: The specific theme or purpose of the list (e.g., 'that will change your perspective', 'for a rainy day'). Based on my input, generate a list of 5-7 items. For each item, provide a 1-2 sentence justification explaining why it belongs on the list according to my criteria."
321,Write a difficult conversation script.,"Create a framework for preparing for and conducting a difficult conversation, such as giving negative feedback. The framework should be based on a non-confrontational communication model. 1. Step 1: Define Your Goal: What is the ideal, realistic outcome of this conversation? 2. Step 2: The Opening Script: Provide a template for starting the conversation that states the positive intent (e.g., 'I want to talk about [topic] because I value our working relationship'). 3. Step 3: The Observation: Instruct the user to state specific, factual, and non-judgmental observations of the behavior. 4. Step 4: The Impact: Instruct the user to explain the impact of the behavior on the team, project, or themself, using 'I' statements. 5. Step 5: The Collaborative Solution: Frame the end of the conversation as a question to open a dialogue (e.g., 'What are your thoughts on this?' or 'How can we work together to solve this?')."
322,How to be a good public speaker?,"Create a comprehensive guide to effective public speaking, organized into three key areas of mastery. For each area, provide 3-4 actionable tips. 1. Content & Structure: Tips on how to structure a speech with a clear opening, body, and close; how to use storytelling; and how to create powerful key messages. 2. Delivery & Body Language: Tips on vocal variety (pace, pitch, volume), using pauses effectively, making eye contact, and employing confident posture and gestures. 3. Mindset & Anxiety Management: Tips on how to reframe anxiety as excitement, practice visualization techniques, and the importance of preparation to build confidence."
323,What is a 'brand'?,"Provide a multi-layered explanation of what a 'brand' is, designed for a new business owner. The explanation should use a central analogy to make the concept clear. 1. The Analogy: Use the analogy of a person. A person's 'look' (logo/visuals) is just one part of who they are. 2. Brand Identity (The Look): The name, logo, colors. This is what a brand looks like. 3. Brand Promise (The Actions): What the brand does, the quality of its products/services. This is what a brand *does*. 4. Brand Personality (The Voice): The tone, communication style, and values. This is how a brand *behaves*. 5. Brand Reputation (The Memory): The sum of all experiences and perceptions. This is what others *think* of the brand."
324,Write an ad copy.,"Create a framework for writing short-form ad copy (e.g., for social media ads). The framework must provide a repeatable structure for generating effective copy. 1. The Hook (First Sentence): Must stop the scroll by targeting a pain point, asking a question, or stating a surprising fact. 2. The Value Proposition (Second Sentence): Must clearly and concisely explain the primary benefit of the product/service. 3. The Call to Action (Third Sentence): Must tell the user exactly what to do next with a clear, low-friction command (e.g., 'Tap to shop', 'Learn more'). Provide three different examples of this framework in action for different products."
325,How to network?,"Develop a strategic guide to professional networking for people who dislike traditional networking. The guide should reframe networking as relationship-building and provide actionable strategies. 1. The Mindset Shift: Explain how to change the goal from 'collecting contacts' to 'making genuine connections'. 2. The 'Give First' Principle: A strategy focused on offering help or value before asking for anything. 3. The 'One-on-One' Strategy: Tips for bypassing large group events in favor of targeted, one-on-one coffee chats. 4. The Follow-Up System: A template and process for following up in a meaningful way that strengthens the new connection."
326,What is a REST API?,"Provide a multi-layered explanation of a REST API, designed for someone with a basic understanding of the internet but no programming experience. 1. The High-Level Analogy: Use the analogy of a waiter at a restaurant, where the diner is the client, the waiter is the API, and the kitchen is the server. 2. The Key Concepts: Define the core concepts (Client, Server, Resource) using the analogy. 3. The 'Verbs': Explain the main HTTP methods (GET, POST, PUT, DELETE) as actions the diner can ask the waiter to perform (e.g., GET is 'show me the menu', POST is 'place a new order'). 4. The 'Language': Briefly explain that the request and response are formatted in a predictable way (like a structured order form), often using JSON."
327,Give me a movie recommendation.,"Act as an expert film analyst. To give a recommendation, first, you must ask me to provide three movies I love. Then, analyze my choices to identify a common thread (e.g., a specific director, theme, narrative structure, or tone). Based on your analysis, recommend one movie that I have likely not seen but that strongly aligns with the identified common thread. Your recommendation must include a detailed paragraph explaining *why* you chose it based on your analysis of my favorites."
328,How to write a headline?,"Create a masterclass guide on writing compelling headlines. The guide must provide a list of 5 powerful, psychologically-driven headline formulas. For each formula, you must: 1. Name the Formula (e.g., The 'How-To', The 'Mistake You're Making'). 2. Provide the Template. 3. Explain the Psychology behind why it works. 4. Give Two Examples of the formula in action for different topics."
329,What is a 'smart contract'?,"Explain the concept of a 'smart contract' using a clear, tiered explanation. 1. The Vending Machine Analogy: Start with the classic analogy of a vending machine to explain the core principle of automated, rule-based execution. 2. The Technical Definition: Define it as a program stored on a blockchain that runs when predetermined conditions are met. 3. The Key Properties: List and explain the three most important properties of a smart contract: a) Deterministic (it does exactly what it's programmed to do), b) Immutable (it cannot be changed after deployment), and c) Decentralized (it runs on a network, not a central server). 4. A Use Case Example: Describe a simple, real-world use case beyond simple transactions, like supply chain management or digital identity."
330,Write a pitch for a project.,"Create a template for a 3-minute verbal project pitch, structured for maximum impact and persuasion. The structure should follow a problem/solution format. 1. The Hook (30s): Start with a relatable story or a startling statistic that introduces the problem your project solves. 2. The Problem (30s): Clearly define the pain point and for whom it is a problem. 3. The Solution (60s): Introduce your project. Explain what it is, how it works, and what its unique advantage is. 4. The Vision (30s): Paint a picture of the future when your project is successful. 5. The Ask (30s): Clearly state what you need from the audience (e.g., funding, approval, resources)."
331,Give me a debate topic.,"Generate a list of 5 high-level, evergreen debate topics that encourage critical thinking and research. The topics must be phrased as resolutions. For each topic, provide a brief 'Pro' and 'Con' starting point to illustrate the core arguments on both sides. This ensures the topics are well-balanced and arguable. The topics should span different domains (e.g., technology, ethics, governance)."
332,How to get organized?,"Provide a comprehensive guide to personal organization, framed as a system-building process rather than a simple to-do list. The guide must contain three core modules: 1. Module 1: The Capture System: Instructions on how to set up a universal, trusted system for capturing every task, idea, and commitment that comes your way. 2. Module 2: The Processing System: A weekly review process for clarifying what each captured item is and deciding on the next action. 3. Module 3: The Execution System: A framework for prioritizing your daily tasks based on energy, context, and importance, not just urgency."
333,Write a cold email.,"Create a 'best practices' guide for writing a cold email that gets replies. The guide must focus on principles rather than a single template. 1. The 'You' Principle: The email should be 80% about them (their work, their company, their challenges) and 20% about you. 2. The Personalization Principle: Show you've done your research with a specific, genuine compliment or observation in the first line. 3. The Clarity Principle: Your email should have one clear purpose and one clear, low-friction call-to-action (e.g., asking a question instead of asking for a 30-minute meeting). 4. The Brevity Principle: The email must be short enough to be read and understood in under 30 seconds. Provide a 'good' and 'bad' example to illustrate these principles."
334,Explain a painting.,"Create a framework for art analysis that a non-expert can use to appreciate any painting. The framework should be a series of questions to guide their observation. 1. First Impression: What is your immediate emotional response? What one word comes to mind? 2. Inventory: What do you literally see? List the objects, people, and symbols. 3. Formal Analysis: How are the visual elements used? Consider colors (warm/cool), light (source/shadows), lines (curved/straight), and composition (balance/focus). 4. Interpretation: Based on your analysis, what story or message do you think the artist is trying to convey? What is the overall mood? 5. Contextualization: (If possible) Who was the artist and what was happening in the world when it was painted?"
335,Give me a tagline.,"Create a workshop guide for a team to create their own company tagline. The guide should be a 3-step process: 1. Step 1: The 'Magic Wand' Test: Ask the team: 'If you could wave a magic wand and give your customer one new superpower, what would it be?' This defines the ultimate benefit. 2. Step 2: The Keyword Storm: Brainstorm 20-30 keywords related to the 'superpower', the customer, and the brand's personality. 3. Step 3: The Combination Matrix: Create a simple chart with your top keywords and instruct the team to combine them in different ways to form short, memorable, and benefit-driven phrases."
336,How to conduct user research?,"Outline a simple yet effective 5-step process for conducting qualitative user research interviews, designed for a product developer or startup founder. 1. Define Your Learning Goals: What are the top 3-5 things you need to learn from your users right now? 2. Create a Discussion Guide: Write an outline of open-ended questions designed to elicit stories, not just yes/no answers. 3. Recruit 5 Users: Explain the 'rule of 5' and provide tips on where to find representative users. 4. Conduct and Record: Provide best practices for the interview itself, such as 'talk less, listen more' and asking 'why' multiple times. 5. Synthesize Your Findings: A process for reviewing the recordings/notes to identify recurring patterns, pain points, and insights."
337,Write a fictional news report.,"Create a template for writing a fictional news article in the inverted pyramid style of journalism. The template must guide the user to structure the report professionally. 1. The Headline: Must be attention-grabbing and factual. 2. The Dateline: [CITY, State] --. 3. The Lead Paragraph: Must answer the 5 Ws (Who, What, When, Where, Why) in the first 1-2 sentences. 4. The Body Paragraphs: Must provide supporting details, background information, and at least one fictional quote from a relevant source. 5. The Concluding Paragraph: Must offer a final piece of context or a look at what might happen next."
338,What is a 'logical model' in project management?,"Provide a clear, structured explanation of a Logic Model for project planning and evaluation. The explanation must define each component and show how they link together in a causal chain. The components to be explained are: 1. Inputs: The resources invested. 2. Activities: The actions performed with the inputs. 3. Outputs: The direct, tangible products of the activities. 4. Outcomes: The short-term and intermediate changes that result from the activities. 5. Impact: The ultimate long-term, desired change. The explanation must include a simple, non-corporate example (e.g., a community garden project) to illustrate the entire chain."
339,Give me a plot twist.,"Generate a list of 5 high-level plot twist 'formulas' or 'patterns' that can be applied to any genre. For each formula, provide a brief explanation of how it works and a generic example. The formulas should be abstract templates for subverting audience expectations. Examples of formulas could include: 1. The Unreliable Narrator. 2. The Mentor Was the Villain. 3. The 'MacGuffin' Was Irrelevant. 4. The Perceived Failure Was Actually the Victory. 5. The Protagonist and Antagonist Share the Same Goal."
